HostCorrectedName	ParasiteCorrectedName	LocationName	Citation
Marmota monax	Orthohepadnavirus sp.	Maryland	Mehrotra et al., 1990
Marmota monax	Hepatozoon	Missouri	Allen et al., 2011a
Marmota monax	Hoplopleura erratica	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976a
Marmota monax	Hoplopleura erratica	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976a
Marmota monax	Androlaelaps fahrenholzi	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976a
Marmota monax	Dermacarus hylandi	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976a
Marmota monax	Eulaelaps stabularis	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976a
Marmota monax	Euschoengastia sp.	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976a
Marmota monax	Macrocheles sp.	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976a
Marmota monax	Pergamasus longicornis	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976a
Marmota monax	Trombicula myotis	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976a
Marmota monax	Toxoplasma gondii	New York	Bangari et al., 2007 
Marmota monax	La Crosse virus	Gambier, Knox County, Ohio	Berry et al 1975
Marmota monax	Woodchuck hepatitis virus	Within 220km of Philadelphia	Blumberg 1981
Marmota monax	Woodchuck hepatitis virus	Within 220km of Philadelphia	Blumberg 1981
Marmota monax	Rickettsia rickettsii	Piney Campground, Land Between the Lakes, Tennessee	Burgdorfer et al 1974
Marmota monax	Rickettsia typhi	Piney Campground, Land Between the Lakes, Tennessee	Burgdorfer et al 1974
Marmota monax	Rickettsia prowazekii	Piney Campground, Land Between the Lakes, Tennessee	Burgdorfer et al 1974
Marmota monax	Rickettsia canadensis	Piney Campground, Land Between the Lakes, Tennessee	Burgdorfer et al 1974
Marmota monax	Francisella tularensis	Piney Campground, Land Between the Lakes, Tennessee	Burgdorfer et al 1974
Marmota monax	Dermacentor variabilis	Piney Campground, Land Between the Lakes, Tennessee	Burgdorfer et al 1974
Marmota monax	Amblyomma americanum	Piney Campground, Land Between the Lakes, Tennessee	Burgdorfer et al 1974
Marmota monax	Haemaphysalis verticalis	Piney Campground, Land Between the Lakes, Tennessee	Burgdorfer et al 1974
Marmota monax	Dermacentor albipictus	Piney Campground, Land Between the Lakes, Tennessee	Burgdorfer et al 1974
Marmota monax	Ochlerotatus triseriatus	Iowa County, Wisconsin	Burkot & Defoliart 1982
Marmota monax	Woodchuck hepatitis virus	Eastern United States	Cullen et al 2008
Marmota monax	Woodchuck hepatitis virus	Eastern United States	Cullen et al 2008
Marmota monax	Woodchuck hepatitis virus	Eastern United States	Cullen et al 2008
Marmota monax	Woodchuck hepatitis virus	Orange County, North Carolina	Cullen et al 2008
Marmota monax	Woodchuck hepatitis virus	Orange County, North Carolina	Cullen et al 2008
Marmota sibirica	Eimeria callospermophili	NORTH AMERICA and ASIA	Wilber et al., 1998
Marmota sibirica	Eimeria callospermophili	NORTH AMERICA and KASACHSTAN	Wilber et al., 1998
Marmota sibirica	Eimeria callospermophili	Placer County, California	Wilber et al., 1998
Menetes berdmorei	Macrostylophora perplexa	An Khe, Gia-Lai Province	Beaucournu & Sountsov, 1999
Tamias alpinus	Hoplopleura arboricola	NORTH AMERICA	Jameson, Jr. 1999
Tamias alpinus	Neohaematopinus pacificus	NORTH AMERICA	Jameson, Jr. 1999
Tamias ruficaudus	Hoplopleura arboricola	NORTH AMERICA	Jameson, Jr. 1999
Tamias ruficaudus	Neohaematopinus pacificus	NORTH AMERICA	Jameson, Jr. 1999
Tamias ruficaudus	Ceratophyllus ciliatus

	NORTH AMERICA	Jameson, Jr. 1999
Tamias dorsalis	Hoplopleura arboricola	NORTH AMERICA	Jameson, Jr. 1999
Tamias dorsalis	Neohaematopinus pacificus	NORTH AMERICA	Jameson, Jr. 1999
Tamias merriami	Hoplopleura arboricola	NORTH AMERICA	Jameson, Jr. 1999
Tamias merriami	Neohaematopinus pacificus	NORTH AMERICA	Jameson, Jr. 1999
Tamias merriami	Ceratophyllus ciliatus

	NORTH AMERICA	Jameson, Jr. 1999
Tamias minimus	Hoplopleura arboricola	NORTH AMERICA	Jameson, Jr. 1999
Tamias minimus	Ceratophyllus ciliatus

	NORTH AMERICA	Jameson, Jr. 1999
Tamias ochrogenys	Hoplopleura arboricola	NORTH AMERICA	Jameson, Jr. 1999
Tamias quadrimaculatus	Ceratophyllus ciliatus

	NORTH AMERICA	Jameson, Jr. 1999
Tamias quadrivittatus	Hoplopleura arboricola	NORTH AMERICA	Jameson, Jr. 1999
Tamias quadrivittatus	Neohaematopinus pacificus	NORTH AMERICA	Jameson, Jr. 1999
Tamias ruficaudus	Ceratophyllus ciliatus

	NORTH AMERICA	Jameson, Jr. 1999
Tamias sonomae	Hoplopleura arboricola	NORTH AMERICA	Jameson, Jr. 1999
Tamias sonomae	Neohaematopinus pacificus	NORTH AMERICA	Jameson, Jr. 1999
Tamias sp.	Eumolpianus eumolpi	NORTH AMERICA	Jameson, Jr. 1999
Tamias speciosus	Hoplopleura arboricola	NORTH AMERICA	Jameson, Jr. 1999
Tamias speciosus	Neohaematopinus pacificus	NORTH AMERICA	Jameson, Jr. 1999
Tamias speciosus	Ceratophyllus ciliatus

	NORTH AMERICA	Jameson, Jr. 1999
Tamias townsendii	Hoplopleura arboricola	NORTH AMERICA	Jameson, Jr. 1999
Tamias townsendii	Neohaematopinus pacificus	NORTH AMERICA	Jameson, Jr. 1999
Tamias townsendii	Ceratophyllus ciliatus

	NORTH AMERICA	Jameson, Jr. 1999
Spermophilus variegatus	Trypanosoma cruzi	Uvalde County, Texas	Charles et al 2013
Paraxerus cepapi	Syphacia cepapi	TRANSVAAL	Hugot & Brochier, 1988
Paraxerus palliatus	Syphacia paraxeri	ZIMBABWE	Hugot & Brochier, 1988
Paraxerus poensis	Syphacia ividensis	GABON	Hugot & Brochier, 1988
Prosciurillus leucomus	Farhangia sedecimdentata	Sungai Tokararu, Sulawesi	Mardon & Durden, 2003
Prosciurillus murinus	Farhangia quattuordecimdentata	Lake Lindu, Tomado, Sulawesi	Mardon & Durden, 2003
Protoxerus stangeri	Syphacia feeri	GABON	Hugot & Brochier, 1988
Rhinosciurus laticaudatus	Breinlia sp.	Ulu Endau, Johore	Inder Singh et al., 1987
Rhinosciurus laticaudatus	Protospirura sp.	Ulu Endau, Johore	Inder Singh et al., 1987
Rhinosciurus laticaudatus	Subulura andersoni	Ulu Endau, Johore	Inder Singh et al., 1987
Rubrisciurus rubriventer	Hoplopleura sp.	Gunung Moajat, Sulawesi	Durden, 1986
Sciurus aberti	Eimeria ontarioensis	Apache County, Arizona	Hill & Duszynski, 1986
Sciurus aberti	Eimeria tamiasciuri	Apache County, Arizona	Hill & Duszynski, 1986
Sciurus aberti	Warrenius quadrivittati	New Mexico, Catron Co + Rio Arriba Co + Sandoval Co	Patrick & Wilson, 1995
Sciurus aberti	Enterobius sciuri	New Mexico, Catron Co + Rio Arriba Co	Patrick & Wilson, 1995
Sciurus aberti	Hymenolepis sp.	New Mexico	Patrick & Wilson, 1995
Sciurus aberti	Eimeria tamiasciuri	New Mexico, Catron Co + Rio Arriba Co + Sandoval Co	Patrick & Wilson, 1995
Sciurus aberti	Ceratophyllus vison	New Mexico, Catron Co	Patrick & Wilson, 1995
Sciurus aberti	Eumolpianus eumolpi	New Mexico, Catron Co + Rio Arriba Co	Patrick & Wilson, 1995
Sciurus aberti	Opisodasys robustus	New Mexico, Sandoval Co + Socorro Co	Patrick & Wilson, 1995
Sciurus aberti	Orchopeas caedens	New Mexico, Catron Co + Socorro Co	Patrick & Wilson, 1995
Sciurus aberti	Orchopeas leucopus	New Mexico	Patrick & Wilson, 1995
Sciurus aberti	Orchopeas neotomae	New Mexico, Sandoval Co + Socorro Co	Patrick & Wilson, 1995
Sciurus aberti	Oropsylla idahoensis	New Mexico	Patrick & Wilson, 1995
Sciurus aberti	Eimeria tamiasciuri	Arizona	Patrick & Wilson, 1995
Sciurus aberti	Opisodasys robustus	New Mexico	Patrick & Wilson, 1995
Sciurus aberti	Orchopeas caedens	New Mexico	Patrick & Wilson, 1995
Sciurus aberti	Eimeria tamiasciuri	NORTH AMERICA	Wilber et al., 1998
Sciurus aestuans	Androlaelaps fahrenholzi	Tijucas do Sul, Parana	BarrosBattesti et al., 1998
Sciurus aestuans	Polygenis occidentalis	Tijucas do Sul, Parana	BarrosBattesti et al., 1998
Sciurus aestuans	Hoplopleura sciuricola	Tijucas do Sul, Parana	BarrosBattesti et al., 1998
Sciurus aestuans	Amblyomma sp.	Around Vila Dois Village, Ilha Grande	Bittencourt & Rocha 2003
Sciurus aestuans	Ixodes sp.	Around Vila Dois Village, Ilha Grande	Bittencourt & Rocha 2003
Sciurus aestuans	Ixodes didelphidis	Around Vila Dois Village, Ilha Grande	Bittencourt & Rocha 2003
Sciurus aestuans	Gigantolaelaps goyanensis	Around Vila Dois Village, Ilha Grande	Bittencourt & Rocha 2003
Sciurus aestuans	Gigantolaelaps oudemansi	Around Vila Dois Village, Ilha Grande	Bittencourt & Rocha 2003
Sciurus aestuans	Laelaps manguinhosi	Around Vila Dois Village, Ilha Grande	Bittencourt & Rocha 2003
Sciurus aestuans	Androlaelaps fahrenholzi	Around Vila Dois Village, Ilha Grande	Bittencourt & Rocha 2003
Sciurus aestuans	Androlaelaps marmosops	Around Vila Dois Village, Ilha Grande	Bittencourt & Rocha 2003
Sciurus aestuans	Polyplax spinulosa	Around Vila Dois Village, Ilha Grande	Bittencourt & Rocha 2003
Sciurus aestuans	Hoplopleura sciuricola	Around Vila Dois Village, Ilha Grande	Bittencourt & Rocha 2003
Sciurus aestuans	Polygenis occidentalis	Around Vila Dois Village, Ilha Grande	Bittencourt & Rocha 2003
Sciurus aestuans	Polygenis rimatus	Around Vila Dois Village, Ilha Grande	Bittencourt & Rocha 2003
Sciurus aestuans	Amblyomma sp.	Around Vila Dois Village, Ilha Grande	Bittencourt & Rocha 2002
Sciurus aestuans	Ixodes sp.	Around Vila Dois Village, Ilha Grande	Bittencourt & Rocha 2002
Sciurus aureogaster	Eimeria sciurorum	British Honduras	Hill & Duszynski, 1986
Sciurus carolinensis	Lyssavirus sp.	UNITED STATES	Childs et al., 1997
Sciurus carolinensis	Orchopeas howardii	Wisconsin	Amin & Wagner, 1983
Sciurus carolinensis	Orthobunyavirus sp.	Pocomoke Cypress Swamp, Delmarva Peninsula	Clark et al., 1986
Sciurus carolinensis	Eimeria ascotensis	ENGLAND	Hill & Duszynski, 1986
Sciurus carolinensis	Eimeria confusa	ENGLAND	Hill & Duszynski, 1986
Sciurus carolinensis	Eimeria lancasterensis	ENGLAND	Hill & Duszynski, 1986
Sciurus carolinensis	Eimeria ontarioensis	ENGLAND	Hill & Duszynski, 1986
Sciurus carolinensis	Eimeria sp.	Florida	Hill & Duszynski, 1986
Sciurus carolinensis	Eimeria sciurorum	Berlin	Hill & Duszynski, 1986
Sciurus carolinensis	Eimeria ascotensis	ENGLAND	Hill & Duszynski, 1986
Sciurus carolinensis	Eimeria sciurorum	Berlin	Hill & Duszynski, 1986
Sciurus carolinensis	Ixodes scapularis	Wisconsin	Godsey, Jr. et al., 1987
Sciurus carolinensis	Borrelia burgdorferi	Spooner, Washburn County, Wisconsin	Godsey, Jr. et al., 1987
Sciurus carolinensis	Borrelia burgdorferi	Wisconsin	Godsey, Jr. et al., 1987
Sciurus carolinensis	Ochlerotatus triseriatus	UNITED STATES	Cully, Jr. et al., 1991a
Sciurus carolinensis	Strongyloides robustus	Texas	Patrick, 1991a
Sciurus carolinensis	Strongyloides papillosus	Tennessee	Patrick, 1991a
Sciurus carolinensis	Strongyloides robustus	UNITED STATES	Patrick, 1991a
Sciurus carolinensis	Strongyloides robustus	Kansas	Patrick, 1991a
Sciurus carolinensis	Strongyloides robustus	Tennessee	Patrick, 1991a
Sciurus carolinensis	Strongyloides robustus	Florida	Patrick, 1991a
Sciurus carolinensis	Strongyloides robustus	Connecticut	Patrick, 1991a
Sciurus carolinensis	Strongyloides robustus	UNITED STATES	Patrick, 1991a
Sciurus carolinensis	Strongyloides robustus	Georgia	Patrick, 1991a
Sciurus carolinensis	Strongyloides robustus	Indiana County, Pennsylvania	Patrick, 1991a
Sciurus carolinensis	Heligmodendrium hassalli	Indiana County, Pennsylvania	Patrick, 1991a
Sciurus carolinensis	Enderleinellus longiceps	UNITED STATES	Durden et al., 1997
Sciurus carolinensis	Enderleinellus longiceps	Davidson County, Tennessee	Durden et al., 1997
Sciurus carolinensis	Enderleinellus longiceps	Hamilton County, Tennessee	Durden et al., 1997
Sciurus carolinensis	Hoplopleura sciuricola	Davidson County, Tennessee	Durden et al., 1997
Sciurus carolinensis	Hoplopleura sciuricola	Anderson County, Tennessee	Durden et al., 1997
Sciurus carolinensis	Neohaematopinus sciuri	UNITED STATES	Durden et al., 1997
Sciurus carolinensis	Neohaematopinus sciuri	Davidson County, Tennessee	Durden et al., 1997
Sciurus carolinensis	Enderleinellus longiceps	Tennessee	Durden et al., 1997
Sciurus carolinensis	Hoplopleura sciuricola	Tennessee	Durden et al., 1997
Sciurus carolinensis	Neohaematopinus sciuri	Tennessee	Durden et al., 1997
Sciurus carolinensis	Orchopeas howardii	Shelby County, Tennessee	Durden & Kollars, Jr., 1997
Sciurus carolinensis	Ixodes scapularis	Not reported	Qiu et al., 1997
Sciurus carolinensis	Ixodes scapularis	Van Cortlandt Park, New York City, New York	Daniels et al., 1997
Sciurus carolinensis	Baylisascaris procyonis	Not reported	Page et al., 2001
Sciurus carolinensis	Bartonella vinsonii	Mere Sands	Bown et al., 2002
Sciurus carolinensis	Bartonella vinsonii	Bulloch County, Georgia and Georgia Southern University in Statesboro	Bown et al., 2002
Sciurus carolinensis	Notoedres centrifera	UNITED STATES	Cornish et al., 2001
Sciurus carolinensis	Borrelia burgdorferi	UNITED STATES	Anderson et al., 1985
Sciurus carolinensis	Enterobius sciuri	Not reported	Patrick & Wilson, 1995
Sciurus carolinensis	Amblyomma americanum	Piney Campground, Land Between the Lakes, Tennessee	Zimmerman et al., 1988
Sciurus carolinensis	Dermacentor variabilis	Piney Campground, Land Between the Lakes, Tennessee	Zimmerman et al., 1988
Sciurus carolinensis	Orthobunyavirus sp.	Not reported	Walker & Edman, 1986
Sciurus carolinensis	Ochlerotatus triseriatus	Not reported	Walker & Edman, 1986
Sciurus carolinensis	Ixodes scapularis	Naval Weapons Station, Earle, Monmouth County, New Jersey	Schulze et al., 1986
Sciurus carolinensis	Amblyomma americanum	Naval Weapons Station, Earle, Monmouth County, New Jersey	Schulze et al., 1986
Sciurus carolinensis	Dermacentor variabilis	Naval Weapons Station, Earle, Monmouth County, New Jersey	Schulze et al., 1986
Sciurus carolinensis	Amblyomma americanum	New Jersey	Schulze et al., 1986
Sciurus carolinensis	Strongyloides robustus	UNITED STATES	Bartlett, 1995
Sciurus carolinensis	Borrelia burgdorferi	SWITZERLAND	Humair & Gern, 1998
Sciurus carolinensis	Parapoxvirus sp.	Hampshire	Duff et al., 1996
Sciurus carolinensis	Cediopsylla simplex	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Sciurus carolinensis	Ctenocephalides canis	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Sciurus carolinensis	Ctenocephalides felis	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Sciurus carolinensis	Pulex irritans	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Sciurus carolinensis	Chaetopsylla lotoris	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Sciurus carolinensis	Conorhinopsylla stanfordi	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Sciurus carolinensis	Corrodopsylla curvata	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Sciurus carolinensis	Ctenophthalmus pseudagyrtes	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Sciurus carolinensis	Epitedia wenmanni	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Sciurus carolinensis	Tamiophila grandis	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Sciurus carolinensis	Megabothris acerbus	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Sciurus carolinensis	Megabothris asio	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Sciurus carolinensis	Megabothris sp.	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Sciurus carolinensis	Oropsylla bruneri 	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Sciurus carolinensis	Orchopeas howardii	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Sciurus carolinensis	Orchopeas leucopus	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Sciurus carolinensis	Oropsylla arctomys	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Sciurus carolinensis	Orchopeas howardii	Indiana County, Pennsylvania	Amin, 1976b
Sciurus carolinensis	Orchopeas howardii	North Carolina	Amin, 1976b
Sciurus carolinensis	Enterobius sciuri	Georgia	Pung et al., 2000
Sciurus carolinensis	Orchopeas howardii	New York	Amin, 1976b
Sciurus carolinensis	Orchopeas howardii	Indiana County, Pennsylvania	Amin, 1976b
Sciurus carolinensis	Lyssavirus sp.	South Carolina	Fishbein et al., 1986
Sciurus carolinensis	Lyssavirus sp.	Maryland	Fishbein et al., 1986
Sciurus carolinensis	Lyssavirus sp.	Pennsylvania	Fishbein et al., 1986
Sciurus carolinensis	Eimeria confusa	NORTH AMERICA	Hill & Duszynski, 1986
Sciurus carolinensis	Eimeria lancasterensis	UNITED STATES	Hill & Duszynski, 1986
Sciurus carolinensis	Eimeria ontarioensis	NORTH AMERICA	Hill & Duszynski, 1986
Sciurus carolinensis	Eimeria sciurorum	ENGLAND	Hill & Duszynski, 1986
Sciurus carolinensis	Strongyloides robustus	Virginia	Patrick, 1991a
Sciurus carolinensis	Enderleinellus longiceps	Lookout Mountain	Durden et al., 1997
Sciurus carolinensis	Enderleinellus longiceps	Chattanooga 	Durden et al., 1997
Sciurus carolinensis	Enderleinellus longiceps	Shelby County, Tennessee	Durden et al., 1997
Sciurus carolinensis	Hoplopleura sciuricola	Oak Ridge, Tennessee	Durden et al., 1997
Sciurus carolinensis	Hoplopleura sciuricola	Shelby County, Tennessee	Durden et al., 1997
Sciurus carolinensis	Bartonella vinsonii	Wirral peninsula	Bown et al., 2002
Sciurus carolinensis	Bartonella vinsonii	New York1	Bown et al., 2002
Sciurus carolinensis	Hepatozoon	Georgia	Allen et al., 2011a
Sciurus carolinensis	Neohaematopinus sciuri	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976a
Sciurus carolinensis	Haemogamasus reidi	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976a
Sciurus carolinensis	Macrocheles sp.	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976a
Sciurus carolinensis	Orchopeas howardii	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin & Sewell, 1977
Sciurus carolinensis	Cuterebra sp.	Alabama	Applegate & Warr 2009
Sciurus carolinensis	Cuterebra sp.	Virginia	Applegate & Warr 2009
Sciurus carolinensis	Cuterebra sp.	West Virginia	Applegate & Warr 2009
Sciurus carolinensis	Cuterebra sp.	West Tennessee	Applegate & Warr 2009
Sciurus carolinensis	Cuterebra sp.	Middle Tennessee	Applegate & Warr 2009
