HostCorrectedName	ParasiteCorrectedName	LocationName	LongitudeDecimal	LatitudeDecimal	Accuracy	Extent_km2	ParasiteType	CloseT	Sexual	Vertical	Nonclose	Vector	Intermediate
Tamias sonomae	Hoplopleura arboricola	NORTH AMERICA	-105.255	54.526	2	4							
Tamias speciosus	Hoplopleura arboricola	NORTH AMERICA	-105.255	54.526	2	4							
Tamias townsendii	Hoplopleura arboricola	NORTH AMERICA	-105.255	54.526	2	4							
Tamias striatus	Hoplopleura erratica	Tishomingo County, Mississippi	-88.2392	34.7403	2	2							
Tamias striatus	Hoplopleura erratica	11km southwest of Nashville, Davidson County, Tennessee	-86.8737	36.0937	2	2							
Tamias striatus	Hoplopleura erratica	11km southwest of Nashville, Davidson County, Tennessee	-86.8737	36.0937	2	2							
Tamias striatus	Hoplopleura erratica	UNITED STATES	-95.7129	37.0902	2	4							
Tamias striatus	Hoplopleura erratica	Davidson County, Tennessee	-86.7847	36.1694	2	2							
Tamias striatus	Hoplopleura erratica	Montgomery County, Tennessee	-87.3828	36.4967	2	2							
Tamias striatus	Hoplopleura erratica	Tennessee	-86.5805	35.5175	2	4							
Tamias striatus	Hoplopleura erratica	NORTH AMERICA	-105.255	54.526	2	4							
Tamias striatus	Hoplopleura erratica	Shelby County, Tennessee	-89.8956	35.1839	2	2							
Glaucomys volans	Hoplopleura sciuricola	UNITED STATES	-95.7129	37.0902	2	4							
Sciurus sp.	Hoplopleura sciuricola	UNITED STATES	-95.7129	37.0902	2	4							
Tamiasciurus sp.	Hoplopleura sciuricola	UNITED STATES	-95.7129	37.0902	2	4							
Sciurus carolinensis	Hoplopleura sciuricola	Davidson County, Tennessee	-86.7847	36.1694	2	2							
Sciurus carolinensis	Hoplopleura sciuricola	Anderson County, Tennessee	-84.1983	36.1183	2	2							
Tamiasciurus hudsonicus	Hoplopleura sciuricola	Great Smoky Mountains National Park, Tennessee	-83.5086	35.6006	2	2							
Sciurus carolinensis	Hoplopleura sciuricola	Tennessee	-86.5805	35.5175	2	4							
Tamiasciurus hudsonicus	Hoplopleura sciuricola	Tennessee	-86.5805	35.5175	2	4							
Sciurus carolinensis	Hoplopleura sciuricola	Oak Ridge, Tennessee	-84.2694	36.0103	2	2							
Sciurus carolinensis	Hoplopleura sciuricola	Shelby County, Tennessee	-89.8956	35.1839	2	2							
Rubrisciurus rubriventer	Hoplopleura sp.	Gunung Moajat, Sulawesi	124.483	0.74999	1	1							
Glaucomys sp.	Hoplopleura trispinosa	UNITED STATES	-95.7129	37.0902	2	4							
Glaucomys volans	Hoplopleura trispinosa	Shelby County, Tennessee	-89.8956	35.1839	2	2							
Glaucomys volans	Hoplopleura trispinosa	Fort Stewart Military Reservation, Georgia	-81	32	1	2							
Glaucomys sabrinus	Hoplopleura trispinosa	NORTH AMERICA	-105.255	54.526	2	4							
Cynomys gunnisoni	Hoplopsylla anomalus	Moreno Valley of north-central New Mexico	-105.272	36.5336	2	2							
Cynomys leucurus	Hymenolepis citelli	Meeteetse, Park County, Wyoming1	-109.083	44.1283	1	2	Helminth						
Cynomys leucurus	Hymenolepis citelli	Meeteetse, Park County, Wyoming1	-109.083	44.1283	1	2	Helminth						
Spermophilus sp.	Hymenolepis citelli	Manitoba	-97.0003	55	2	4	Helminth						
Spermophilus tridecemlineatus	Hymenolepis citelli	Oklahoma	-97.5031	35.4919	2	4	Helminth						
Spermophilus undulatus	Hymenolepis diminuta	Ulan-Udensky Region	107.617	51.8333	3	4	Helminth	0	0	0	0	0	1
Spermophilus undulatus	Hymenolepis diminuta	Tuva	95.6262	51.8872	4	4	Helminth	0	0	0	0	0	1
Spermophilus undulatus	Hymenolepis diminuta	Borgoyskaya Steppe	112.406	54.8331	2	4	Helminth	0	0	0	0	0	1
Spermophilus undulatus	Hymenolepis diminuta	Buryatia	109	53	2	4	Helminth	0	0	0	0	0	1
Sciurus vulgaris	Hymenolepis horrida	Brest and Gomel regions	27.453	52.348	4	4	Helminth						
Spermophilus undulatus	Hymenolepis megaloon	Baikal Lake Basin, Buryatskaya	109.04	53.38	3	4	Helminth						
Spermophilus undulatus	Hymenolepis megaloon	Tuva	95.6262	51.8872	4	4	Helminth						
Spermophilus undulatus	Hymenolepis megaloon	Yakutia	124.124	66.7614	2	4	Helminth						
Spermophilus undulatus	Hymenolepis megaloon	Buryatia	109	53	2	4	Helminth						
Funambulus pennantii	Hymenolepis pennanti	Jodhpur	73.0243	26.239	2	2	Helminth						
Funambulus pennantii	Hymenolepis pennanti	Jodhpur	73.0243	26.239	2	2	Helminth						
Tamiasciurus hudsonicus	Hymenolepis sp.	New Mexico, Sandoval Co + Taos Co	-105.87	34.5199	4	4	Helminth	0	0	0	1	0	1
Spermophilus pygmaeus	Hypoaspis heselhausi	Mountain plateau Bichesyn, near Elbrus, Karbada-Balkar	42.6442	43.2575	3	2							
Spermophilus pygmaeus	Hypoaspis sp.	Mountain plateau Bichesyn, near Elbrus, Karbada-Balkar	42.6442	43.2575	3	2							
Sciurus vulgaris	Isospora sp.	SWEDEN	15	62	2	4		0	0	0	1	0	0
Marmota monax	Ixodes cookei	100 km radius around Guelph, Ontario	-83.25	43.1	1	2	Arthropod	1	0	0	1	0	0
Marmota monax	Ixodes cookei	Tompkins County, Finger Lakes Region, New York	-76.4736	42.4519	2	2	Arthropod	1	0	0	1	0	0
Marmota monax	Ixodes cookei	Not reported					Arthropod	1	0	0	1	0	0
Marmota monax	Ixodes cookei	Eastern North America	-114.712	52.5361	4	4	Arthropod	1	0	0	1	0	0
Marmota monax	Ixodes cookei	Branford, Guilford, Hamden, and Southington, Connecticutt	-72.8037	41.393	4	2	Arthropod	1	0	0	1	0	0
Marmota monax	Ixodes cookei	Not reported					Arthropod	1	0	0	1	0	0
Marmota monax	Ixodes cookei	Guelph, Ontario	-80.2482	43.5448	2	2	Arthropod	1	0	0	1	0	0
Marmota monax	Ixodes cookei	Guelph, Ontario	-80.2482	43.5448	2	2	Arthropod	1	0	0	1	0	0
Marmota monax	Ixodes cookei	Guelph, Ontario	-80.2482	43.5448	2	2	Arthropod	1	0	0	1	0	0
Marmota monax	Ixodes cookei	Ontario	-85.3228	51.2536	2	4	Arthropod	1	0	0	1	0	0
Marmota monax	Ixodes cookei	New York	-74.0058	40.7142	2	2	Arthropod	1	0	0	1	0	0
Tamias striatus	Ixodes scapularis	Wisconsin	-88.7879	43.7844	2	4		1	0	0	1	0	0
Tamias striatus	Ixodes scapularis	Wisconsin	-88.7879	43.7844	2	4		1	0	0	1	0	0
Sciurus carolinensis	Ixodes scapularis	Wisconsin	-88.7879	43.7844	2	4		1	0	0	1	0	0
Tamiasciurus hudsonicus	Ixodes scapularis	Wisconsin	-88.7879	43.7844	2	4		1	0	0	1	0	0
Marmota monax	Ixodes scapularis	Wisconsin	-88.7879	43.7844	2	4		1	0	0	1	0	0
Tamias striatus	Ixodes scapularis	Millbrook, New York	-73.7	41.7833	1	1		1	0	0	1	0	0
Tamias striatus	Ixodes scapularis	Great Island, Massachusetts	-70.2411	41.65	2	2		1	0	0	1	0	0
Tamias striatus	Ixodes scapularis	Cranes Beach, Massachusetts	-70.7605	42.6846	2	2		1	0	0	1	0	0
Tamias striatus	Ixodes scapularis	Not reported						1	0	0	1	0	0
Tamias striatus	Ixodes scapularis	Wisconsin	-88.7879	43.7844	2	4		1	0	0	1	0	0
Tamias striatus	Ixodes scapularis	Castle Rock State Park, Illinois	-89.3843	41.9725	2	2		1	0	0	1	0	0
Tamias striatus	Ixodes scapularis	Naval Weapons Station, Earle, Monmouth County, New Jersey	-74.1343	40.299	3	2		1	0	0	1	0	0
Sciurus carolinensis	Ixodes scapularis	Naval Weapons Station, Earle, Monmouth County, New Jersey	-74.1343	40.299	3	2		1	0	0	1	0	0
Tamias striatus	Ixodes scapularis	Not reported						1	0	0	1	0	0
Tamias striatus	Ixodes scapularis	Castle Rock State Park2, Illinois	-89.3333	42	1	2		1	0	0	1	0	0
Tamias striatus	Ixodes scapularis	Big Thompson Canyon and Cherokee Park	-105.45	40.6333	2	2		1	0	0	1	0	0
Tamias striatus	Ixodes scapularis	Not reported						1	0	0	1	0	0
Sciurus carolinensis	Ixodes scapularis	Not reported						1	0	0	1	0	0
Tamias striatus	Ixodes scapularis	Not reported						1	0	0	1	0	0
Tamias striatus	Ixodes scapularis	Not reported						1	0	0	1	0	0
Glaucomys volans	Ixodes scapularis	Fort Stewart Military Reservation, Georgia	-81	32	1	2		1	0	0	1	0	0
Tamias striatus	Ixodes scapularis	Dutchess County, New York	-73.75	41.8333	1	2		1	0	0	1	0	0
Glaucomys sabrinus	Ixodes scapularis	Virginia	-80.5	38.5003	2	4		1	0	0	1	0	0
Spermophilus undulatus	Ixodes laguri	CZECHOSLOVAKIA	18.0768	49.0422	2	4		1	0	0	1	0	0
Glaucomys volans	Ixodes marxi	UNITED STATES	-95.7129	37.0902	2	4		1	0	0	1	0	0
Glaucomys sabrinus	Ixodes marxi	Virginia	-80.5	38.5003	2	4		1	0	0	1	0	0
Tamias sibiricus	Ixodes persulcatus	22nd Forestry Center, Hailin County, Heilongjiang Province	129.385	44.5714	3	3		1	0	0	1	0	0
Sciurus vulgaris	Ixodes ricinus	Canton Neuchatel and Jura	7.06284	47.2673	3	2		1	0	0	1	0	0
Marmota monax	Ixodes sp.	Not reported						1	0	0	1	0	0
Tamias minimus	Ixodes spinipalpis	Pingree Park, Colorado	-105.675	40.67	1	1		1	0	0	1	0	0
Spermophilus lateralis	Ixodes spinipalpis	Pingree Park, Colorado	-105.675	40.67	1	1		1	0	0	1	0	0
Marmota monax	Klossia sp.	Pennsylvania	-77.1945	41.2033	2	4							
Sciurus granatensis	Leishmania braziliensis	Tropical rainforest near Naranjal	-79.6727	-2.51801	3	2	Protozoa	0	0	0	0	1	0
Sciurus granatensis	Leishmania braziliensis	Tropical rainforest near Naranjal	-79.6727	-2.51801	3	2	Protozoa	0	0	0	0	1	0
Sciurus granatensis	Leishmania sp.	Ecuador	-78.1834	-1.83124	2	4	Protozoa	0	0	0	0	1	0
Sciurus vulgaris	Leishmaniavirus sp.	Palenque, Department of Los Rios	-79.7564	-1.43778	2	2							
Glaucomys volans	Leptotrombidium peromysci	Fort Stewart Military Reservation, Georgia	-81	32	1	2							
Glaucomys volans	Leptotrombidium sp.	UNITED STATES	-95.7129	37.0902	2	4							
Marmota monax	Lyssavirus sp.	UNITED STATES	-95.7129	37.0902	2	4							
Sciurus niger	Lyssavirus sp.	UNITED STATES	-95.7129	37.0902	2	4							
Sciurus carolinensis	Lyssavirus sp.	UNITED STATES	-95.7129	37.0902	2	4							
Spermophilus tridecemlineatus	Lyssavirus sp.	UNITED STATES	-95.7129	37.0902	2	4							
Glaucomys volans	Lyssavirus sp.	UNITED STATES	-95.7129	37.0902	2	4							
Tamias sp.	Lyssavirus sp.	UNITED STATES	-95.7129	37.0902	2	4							
Cynomys sp.	Lyssavirus sp.	UNITED STATES	-95.7129	37.0902	2	4							
Marmota monax	Lyssavirus sp.	Delaware	-75.4997	39.0003	2	3							
Marmota monax	Lyssavirus sp.	Maryland	-76.7497	39.0003	2	4							
Marmota monax	Lyssavirus sp.	Pennsylvania	-77.1945	41.2033	2	4							
Marmota monax	Lyssavirus sp.	Virginia	-80.5	38.5003	2	4							
Marmota monax	Lyssavirus sp.	West Virginia	-80.5	38.5003	2	4							
Marmota monax	Lyssavirus sp.	Maryland	-76.7497	39.0003	2	4							
Sciurus sp.	Lyssavirus sp.	Maryland	-76.7497	39.0003	2	4							
Marmota monax	Lyssavirus sp.	Virginia	-80.5	38.5003	2	4							
Marmota monax	Lyssavirus sp.	New Hampshire	-71.4997	43.6669	2	4							
Tamias striatus	Lyssavirus sp.	Alabama	-86.75	32.7503	2	4							
Glaucomys volans	Lyssavirus sp.	Alabama	-86.75	32.7503	2	4							
Glaucomys volans	Lyssavirus sp.	Maryland	-76.7497	39.0003	2	4							
Glaucomys volans	Lyssavirus sp.	Texas	-99.2505	31.2503	2	4							
Glaucomys volans	Lyssavirus sp.	Pennsylvania	-77.1945	41.2033	2	4							
Sciurus niger	Lyssavirus sp.	California	-119.418	36.7779	2	4							
Marmota monax	Lyssavirus sp.	Illinois	-89.2503	40.0003	2	4							
Marmota monax	Lyssavirus sp.	Iowa	-93.0977	41.878	2	4							
Marmota monax	Lyssavirus sp.	Tennessee	-86.5805	35.5175	2	4							
Marmota monax	Lyssavirus sp.	Minnesota	-94.2506	46.25	2	4							
Marmota monax	Lyssavirus sp.	Iowa	-93.0977	41.878	2	4							
Marmota monax	Lyssavirus sp.	North Dakota	-101.002	47.5515	2	4							
Marmota monax	Lyssavirus sp.	Virginia	-80.5	38.5003	2	4							
Marmota monax	Lyssavirus sp.	Iowa	-93.0977	41.878	2	4							
Marmota monax	Lyssavirus sp.	Minnesota	-94.2506	46.25	2	4							
Marmota monax	Lyssavirus sp.	Ohio	-83	40.2503	2	4							
Marmota monax	Lyssavirus sp.	Pennsylvania	-77.1945	41.2033	2	4							
Marmota monax	Lyssavirus sp.	Virginia	-80.5	38.5003	2	4							
Marmota monax	Lyssavirus sp.	Virginia	-80.5	38.5003	2	4							
Marmota monax	Lyssavirus sp.	West Virginia	-80.5	38.5003	2	4							
Marmota monax	Lyssavirus sp.	Wisconsin	-88.7879	43.7844	2	4							
Marmota monax	Lyssavirus sp.	Delaware	-75.4997	39.0003	2	3							
Marmota monax	Lyssavirus sp.	Indiana	-86.2503	40.0003	2	4							
Marmota monax	Lyssavirus sp.	Maryland	-76.7497	39.0003	2	4							
Marmota monax	Lyssavirus sp.	Minnesota	-94.2506	46.25	2	4							
Marmota monax	Lyssavirus sp.	Pennsylvania	-77.1945	41.2033	2	4							
Marmota monax	Lyssavirus sp.	South Dakota	-99.9018	43.9695	2	4							
Sciurus carolinensis	Lyssavirus sp.	South Carolina	-81	34.0003	2	4							
Sciurus carolinensis	Lyssavirus sp.	Maryland	-76.7497	39.0003	2	4							
Sciurus carolinensis	Lyssavirus sp.	Pennsylvania	-77.1945	41.2033	2	4							
Spermophilus tridecemlineatus	Lyssavirus sp.	Texas	-99.2505	31.2503	2	4							
Marmota monax	Lyssavirus sp.	Maryland	-76.7497	39.0003	2	4							
Spermophilus pygmaeus	Macrocheles decoloratus	Mountain plateau Bichesyn, near Elbrus, Karbada-Balkar	42.6442	43.2575	3	2							
Spermophilus pygmaeus	Macrocheles matrius	Mountain plateau Bichesyn, near Elbrus, Karbada-Balkar	42.6442	43.2575	3	2							
Spermophilus townsendii	Macrocheles sp.	Oregon, Malheur County	-117.623	43.1933	2	2							
Spermophilus washingtoni	Macrocheles sp.	Oregon, Morrow County	-119.584	45.4186	2	2							
Callosciurus erythraeus	Macrostylophora liae	60 - 70km northeast of Hanoi, Bac-Giang (Bak-Thai?) Province	106.274	21.405	3	3							
Dremomys rufigenis	Macrostylophora perplexa	An Khe, Gia-Lai Province	108.583	13.9167	1	4							
Menetes berdmorei	Macrostylophora perplexa	An Khe, Gia-Lai Province	108.583	13.9167	1	4							
Tamias amoenus	Malaraeus telchinum	Bend, Deschutes County, Oregon	-121.227	44.1466	2	2							
Spermophilus undulatus	Mastophorus muris	Baikal Lake Basin, Buryatskaya	109.04	53.38	3	4							
Spermophilus undulatus	Mastophorus muris	Tuva	95.6262	51.8872	4	4							
Sciurus vulgaris	Mastophorus muris	Brest and Gomel regions	27.453	52.348	4	4							
Spermophilus undulatus	Mastophorus muris	Buryatia	109	53	2	4							
Tamias striatus	Megabothris acerbus	19km outside Sherbrooke, Quebec	-71.8824	45.401	3	2							
Tamias striatus	Megabothris acerbus	Wisconsin	-88.7879	43.7844	2	4							
Tamias striatus	Megabothris acerbus	South Fox Island, Lake Michigan	-85.855	45.4172	2	2							
Tamias striatus	Megabothris acerbus	Dickinson County, approx. 13km east of Sagola, Michigan	-87.9086	46.0828	3	2							
Tamias striatus	Megabothris acerbus	NORTH AMERICA	-105.255	54.526	2	4							
Sciurus carolinensis	Megabothris acerbus	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	-87.8611	42.6617	1	2							
Tamias striatus	Megabothris acerbus	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	-87.8611	42.6617	1	2							
Sciurus niger	Megabothris acerbus	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	-87.8611	42.6617	1	2							
Tamias striatus	Megabothris acerbus	South Manitou Island, Lake Michigan	-86.125	45.0208	2	2							
Tamias striatus	Megabothris acerbus	North Manitou Island, Lake Michigan	-86.0208	45.1083	2	2							
Tamias striatus	Megabothris acerbus	Beaver Island, Lake Michigan	-85.55	45.6583	2	2							
Tamias striatus	Megabothris acerbus	Garden Island, Lake Michigan	-85.4944	45.8047	2	2							
Spermophilus lateralis	Meringis parkeri	Bend, Deschutes County, Oregon	-121.227	44.1466	2	2							
Spermophilus undulatus	Mesocestoides lineatus	Ulan-Udensky Region	107.617	51.8333	3	4							
Tamiasciurus hudsonicus	Micrococcus luteus	Saint Mary's College, Saint Joseph County, Indiana	-86.2581	41.7083	2	2							
Tamias striatus	Micrococcus luteus	Saint Mary's College, Saint Joseph County, Indiana	-86.2581	41.7083	2	2							
Tamias striatus	Micrococcus lylae	Saint Mary's College, Saint Joseph County, Indiana	-86.2581	41.7083	2	2							
Tamiasciurus hudsonicus	Kytococcus sedentarius	Saint Mary's College, Saint Joseph County, Indiana	-86.2581	41.7083	2	2							
Tamias striatus	Kytococcus sedentarius	Saint Mary's College, Saint Joseph County, Indiana	-86.2581	41.7083	2	2							
Tamiasciurus hudsonicus	Kocuria varians	Saint Mary's College, Saint Joseph County, Indiana	-86.2581	41.7083	2	2							
Glaucomys volans	Microphthirus uncinatus	Fort Stewart Military Reservation, Georgia	-81	32	1	2							
Glaucomys sabrinus	Microphthirus uncinatus	British Columbia	-125	54.0015	3	4							
Glaucomys sabrinus	Microphthirus uncinatus	California	-119.418	36.7779	2	4							
Glaucomys sabrinus	Microphthirus uncinatus	Oregon	-120.554	43.8041	2	4							
Glaucomys sabrinus	Microphthirus uncinatus	Minnesota	-94.2506	46.25	2	4							
Glaucomys volans	Miyatrombicula cynos	UNITED STATES	-95.7129	37.0902	2	4							
Glaucomys volans	Miyatrombicula esoensis	UNITED STATES	-95.7129	37.0902	2	4							
Spermophilus undulatus	Moniliformis clarki	Baikal Lake Basin, Buryatskaya	109.04	53.38	3	4	Helminth	0	0	0	0	0	1
Spermophilus undulatus	Moniliformis clarki	Tuva	95.6262	51.8872	4	4	Helminth	0	0	0	0	0	1
Glaucomys volans	Moniliformis clarki	Fort Stewart Military Reservation, Georgia	-81	32	1	2	Helminth	0	0	0	0	0	1
Glaucomys volans	Moniliformis clarki	Florida	-82.5	28.7503	2	4	Helminth	0	0	0	0	0	1
Glaucomys volans	Moniliformis clarki	Florida	-82.5	28.7503	2	4	Helminth	0	0	0	0	0	1
Sciurus griseus	Moniliformis clarki	Alabama	-86.75	32.7503	2	4	Helminth	0	0	0	0	0	1
Sciurus niger	Moniliformis clarki	Florida	-82.5	28.7503	2	4	Helminth	0	0	0	0	0	1
Sciurus griseus	Moniliformis clarki	Florida	-82.5	28.7503	2	4	Helminth	0	0	0	0	0	1
Sciurus griseus	Moniliformis clarki	South Carolina	-81	34.0003	2	4	Helminth	0	0	0	0	0	1
Spermophilus undulatus	Moniliformis clarki	Buryatia	109	53	2	4	Helminth	0	0	0	0	0	1
Glaucomys volans	Moniliformis dubius	UNITED STATES	-95.7129	37.0902	2	4	Helminth	0	0	0	0	0	1
Spermophilus undulatus	Moniliformis moniliformis	Baikal Lake Basin, Buryatskaya	109.04	53.38	3	4	Helminth	0	0	0	0	0	1
Spermophilus undulatus	Moniliformis moniliformis	Yakutia	124.124	66.7614	2	4	Helminth	0	0	0	0	0	1
Tamias sp.	Moniliformis moniliformis	Nye, Esmeralda, Lincoln, and Clark Counties, Nevada	-115.785	37.5881	4	4	Helminth	0	0	0	0	0	1
Cynomys gunnisoni	Aetheca eumolpi	Moreno Valley of north-central New Mexico	-105.272	36.5336	2	2							
Tamias amoenus	Aetheca eumolpi	Bend, Deschutes County, Oregon	-121.227	44.1466	2	2							
Tamias senex	Aetheca eumolpi	Bend, Deschutes County, Oregon	-121.227	44.1466	2	2							
Spermophilus lateralis	Aetheca eumolpi	Bend, Deschutes County, Oregon	-121.227	44.1466	2	2							
Cynomys ludovicianus	Aetheca exilis	Moreno Valley of north-central New Mexico	-105.272	36.5336	2	2							
Spermophilus armatus	Aetheca exilis	Meeteetse, Park County, Wyoming3	-109.323	44.0361	2	2							
Sciurus vulgaris	Morbillivirus sp.	Not reported					Virus	1	0	0	0	0	0
Tamias alpinus	Neohaematopinus pacificus	NORTH AMERICA	-105.255	54.526	2	4							
Tamias ruficaudus	Neohaematopinus pacificus	NORTH AMERICA	-105.255	54.526	2	4							
Tamias dorsalis	Neohaematopinus pacificus	NORTH AMERICA	-105.255	54.526	2	4							
Tamias merriami	Neohaematopinus pacificus	NORTH AMERICA	-105.255	54.526	2	4							
Tamias quadrivittatus	Neohaematopinus pacificus	NORTH AMERICA	-105.255	54.526	2	4							
Tamias sonomae	Neohaematopinus pacificus	NORTH AMERICA	-105.255	54.526	2	4							
Tamias speciosus	Neohaematopinus pacificus	NORTH AMERICA	-105.255	54.526	2	4							
Tamias townsendii	Neohaematopinus pacificus	NORTH AMERICA	-105.255	54.526	2	4							
Sciurus carolinensis	Neohaematopinus sciuri	UNITED STATES	-95.7129	37.0902	2	4							
Sciurus vulgaris	Neohaematopinus sciuri	UNITED STATES	-95.7129	37.0902	2	4							
Sciurus carolinensis	Neohaematopinus sciuri	Davidson County, Tennessee	-86.7847	36.1694	2	2							
Sciurus carolinensis	Neohaematopinus sciuri	Tennessee	-86.5805	35.5175	2	4							
Sciurus vulgaris	Neohaematopinus sciuri	CZECHOSLOVAKIA	18.0768	49.0422	2	4							
Glaucomys volans	Neohaematopinus sciuropteri	UNITED STATES	-95.7129	37.0902	2	4							
Glaucomys volans	Neohaematopinus sciuropteri	11km southwest of Nashville, Davidson County, Tennessee	-86.8737	36.0937	2	2							
Glaucomys volans	Neohaematopinus sciuropteri	UNITED STATES	-95.7129	37.0902	2	4							
Glaucomys volans	Neohaematopinus sciuropteri	Fort Stewart Military Reservation, Georgia	-81	32	1	2							
Glaucomys sabrinus	Neohaematopinus sciuropteri	NORTH AMERICA	-105.255	54.526	2	4							
Tamiasciurus sp.	Neohaematopinus semifasciatus	UNITED STATES	-95.7129	37.0902	2	4							
Tamiasciurus hudsonicus	Neohaematopinus semifasciatus	Sevier County, Tennessee	-83.5242	35.7844	2	2							
Tamiasciurus hudsonicus	Neohaematopinus semifasciatus	Tennessee	-86.5805	35.5175	2	4							
Tamiasciurus hudsonicus	Neohaematopinus semifasciatus	Great Smoky Mountains National Park, Tennessee	-83.5086	35.6006	2	2							
Spermophilus dauricus	Neopsylla abagaitui	Wuningbatu Sumu, Zhengxiangbai Banner, Inner Mongolia	114.881	42.4179	2	2							
Spermophilus alashanicus	Neopsylla abagaitui	Qinghai Province	95	36	2	4							
Spermophilus dauricus	Neopsylla bidentatiformis	Wuningbatu Sumu, Zhengxiangbai Banner, Inner Mongolia	114.881	42.4179	2	2							
Cynomys leucurus	Neopsylla inopina	Meeteetse, Park County, Wyoming2	-109.08	44.1833	2	2							
Cynomys leucurus	Neopsylla inopina	Meeteetse, Park County, Wyoming2	-109.08	44.1833	2	2							
Spermophilus armatus	Neopsylla inopina	Meeteetse, Park County, Wyoming2	-109.08	44.1833	2	2							
Cynomys leucurus	Neopsylla inopina	Meeteetse, Park County, Wyoming3	-109.323	44.0361	2	2							
Spermophilus armatus	Neopsylla inopina	Meeteetse, Park County, Wyoming3	-109.323	44.0361	2	2							
Spermophilus sp.	Neopsylla inopina	NORTH AMERICA	-105.255	54.526	2	4							
Cynomys leucurus	Neopsylla inopina	Moreno Valley of north-central New Mexico	-105.272	36.5336	2	2							
Spermophilus undulatus	Neopsylla setosa	Srem: Fruska Gora: Jazak	19.7653	45.1191	2	2							
Spermophilus undulatus	Neopsylla setosa	Srem: Fruska Gora: Cortanovci	20.0167	45.15	2	2							
Spermophilus undulatus	Neopsylla setosa	Deliblatska pescara: Coka	20.7944	45.0037	2	2							
Cynomys leucurus	Neopsylla sp.	Meeteetse, Park County, Wyoming2	-109.08	44.1833	2	2							
Glaucomys volans	Neotrombicula fitchi	UNITED STATES	-95.7129	37.0902	2	4							
Glaucomys volans	Neotrombicula fitchi	Indiana County, Pennsylvania	-79.1097	40.6851	2	2							
Glaucomys volans	Neotrombicula fitchi	New Jersey	-74.4057	40.0583	2	3							
Glaucomys volans	Neotrombicula harperi	UNITED STATES	-95.7129	37.0902	2	4							
Sciurus griseus	Notoedres centrifera	UNITED STATES	-95.7129	37.0902	2	4	Arthropod	1	0	0	1	0	0
Sciurus carolinensis	Notoedres centrifera	UNITED STATES	-95.7129	37.0902	2	4	Arthropod	1	0	0	1	0	0
Sciurus niger	Notoedres centrifera	UNITED STATES	-95.7129	37.0902	2	4	Arthropod	1	0	0	1	0	0
Sciurus griseus	Notoedres centrifera	Eldorado National Forest, California	-120.251	38.7954	2	2	Arthropod	1	0	0	1	0	0
Sciurus griseus	Notoedres centrifera	Klickitat County, Washington	-121	45.8333	1	2	Arthropod	1	0	0	1	0	0
Sciurus griseus	Notoedres centrifera	Klickitat County, Washington	-121	45.8333	1	2	Arthropod	1	0	0	1	0	0
Sciurus griseus	Notoedres centrifera	Klickitat County, Washington	-121	45.8333	1	2	Arthropod	1	0	0	1	0	0
Marmota monax	Obeliscoides cuniculi	Minnesota	-94.2506	46.25	2	4							
Marmota monax	Obeliscoides cuniculi	Tompkins County, Finger Lakes Region, New York	-76.4736	42.4519	2	2							
Marmota monax	Obeliscoides cuniculi	Kentucky	-84.27	37.8393	2	4							
Marmota monax	Obeliscoides cuniculi	Missouri	-92.5003	38.2503	2	4							
Marmota monax	Obeliscoides cuniculi	Ohio	-83	40.2503	2	4							
Marmota monax	Obeliscoides cuniculi	Maryland	-76.7497	39.0003	2	4							
Marmota monax	Obeliscoides cuniculi	Maryland	-76.7497	39.0003	2	4							
Marmota monax	Obeliscoides cuniculi	Missouri	-92.5003	38.2503	2	4							
Marmota monax	Obeliscoides cuniculi	New Jersey	-74.4057	40.0583	2	3							
Marmota monax	Obeliscoides cuniculi	New York	-74.0058	40.7142	2	2							
Marmota monax	Obeliscoides cuniculi	Tennessee	-86.5805	35.5175	2	4							
Marmota monax	Obeliscoides cuniculi	Washington D.C.	-77.0367	38.895	2	2							
Spermophilus tridecemlineatus	Oropsylla bruneri 	Wisconsin	-88.7879	43.7844	2	4							
Spermophilus tridecemlineatus	Oropsylla bruneri 	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	-87.8611	42.6617	1	2							
Marmota monax	Oropsylla bruneri 	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	-87.8611	42.6617	1	2							
Cynomys leucurus	Oropsylla labis 	Meeteetse, Park County, Wyoming3	-109.323	44.0361	2	2							
Spermophilus armatus	Oropsylla labis 	Meeteetse, Park County, Wyoming3	-109.323	44.0361	2	2							
Cynomys gunnisoni	Oropsylla labis 	Moreno Valley of north-central New Mexico	-105.272	36.5336	2	2							
Cynomys leucurus	Oropsylla labis 	Moreno Valley of north-central New Mexico	-105.272	36.5336	2	2							
Cynomys leucurus	Oropsylla labis	Meeteetse, Park County, Wyoming2	-109.08	44.1833	2	2							
Cynomys leucurus	Oropsylla labis	Meeteetse, Park County, Wyoming2	-109.08	44.1833	2	2							
Cynomys leucurus	Oropsylla tuberculata	Meeteetse, Park County, Wyoming3	-109.323	44.0361	2	2							
Spermophilus armatus	Oropsylla tuberculata	Meeteetse, Park County, Wyoming3	-109.323	44.0361	2	2							
